"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"爆"	0	1	1	0.201	1.204	0.595	-0.092	-0.195	0.295	0.582	"3"
"爆出"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"爆炸"	0	13	6	1.913	11.436	5.652	-0.875	0.503	0.287	1.665	"1"
"爆竹"	0	2	0	0.201	1.204	0.595	-0.092	0.441	-0.307	0.84	"2"
"爆竹厂"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"悲剧"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"北县"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"贝利"	0	1	1	0.201	1.204	0.595	-0.092	-0.195	0.295	0.582	"3"
"备案"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"备用"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"被保险人"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"被迫"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"奔赴"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"笔者"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"毙"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"避免"	0	1	2	0.302	1.806	0.892	-0.138	-0.457	0.672	1.267	"3"
"变幻莫测"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"表演"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"并"	4	2	0	0.604	3.611	1.785	2.885	-0.753	-0.92	4.558	"1"
"病患者"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"博社"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"不便"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"不过"	2	1	1	0.403	2.408	1.19	1.276	-0.752	-0.183	2.211	"1"
"不会"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"不理"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"不料"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"不明"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"不慎"	0	2	0	0.201	1.204	0.595	-0.092	0.441	-0.307	0.84	"2"
"不幸"	3	0	1	0.403	2.408	1.19	2.423	-1.6	-0.183	4.206	"1"
"不至于"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"不治"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"布宗"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"部门"	0	11	1	1.208	7.223	3.569	-0.553	1.695	-1.056	3.304	"2"
"财神"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"采"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"残存"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"残废"	0	1	1	0.201	1.204	0.595	-0.092	-0.195	0.295	0.582	"3"
"惨祸"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"惨死"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"曾志远"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"插曲"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"查"	0	4	0	0.403	2.408	1.19	-0.184	0.882	-0.613	1.679	"2"
"查处"	0	2	0	0.201	1.204	0.595	-0.092	0.441	-0.307	0.84	"2"
"查明"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"查清"	0	2	0	0.201	1.204	0.595	-0.092	0.441	-0.307	0.84	"2"
"肠系膜"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"常"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"厂家"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"厂牌"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"厂商"	0	1	1	0.201	1.204	0.595	-0.092	-0.195	0.295	0.582	"3"
"超速"	0	0	2	0.201	1.204	0.595	-0.092	-0.8	1.053	1.945	"3"
"超载"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"车"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"车号"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"车祸"	0	1	2	0.302	1.806	0.892	-0.138	-0.457	0.672	1.267	"3"
"车间"	0	0	2	0.201	1.204	0.595	-0.092	-0.8	1.053	1.945	"3"
"车辆"	0	2	3	0.503	3.009	1.487	-0.23	-0.503	0.797	1.53	"3"
"车诺比"	0	4	0	0.403	2.408	1.19	-0.184	0.882	-0.613	1.679	"2"
"车主"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"车子"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"彻底"	0	0	2	0.201	1.204	0.595	-0.092	-0.8	1.053	1.945	"3"
"撤离"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"沉船"	0	7	0	0.705	4.213	2.082	-0.323	1.543	-1.073	2.939	"2"
"陈昭荣"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"晨"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"成份"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"成数"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"承保人"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"承受"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"乘客"	0	3	5	0.805	4.815	2.38	-0.369	-0.768	1.252	2.389	"3"
"驰"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"持卡人"	0	2	0	0.201	1.204	0.595	-0.092	0.441	-0.307	0.84	"2"
"冲突"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"出"	3	1	1	0.503	3.009	1.487	2.059	-1.068	-0.273	3.4	"1"
"出错"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"出局"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"出事"	1	1	0	0.201	1.204	0.595	0.719	-0.195	-0.307	1.221	"1"
"出土"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"出现"	2	2	1	0.503	3.009	1.487	1.084	-0.503	-0.273	1.86	"1"
"初步"	0	7	2	0.906	5.417	2.677	-0.415	0.628	-0.328	1.371	"2"
"处理"	0	18	4	2.215	13.241	6.544	-1.014	1.558	-0.767	3.339	"2"
"处理费"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"触动"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"川"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"川普"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"传出"	0	4	0	0.403	2.408	1.19	-0.184	0.882	-0.613	1.679	"2"
"船"	0	1	1	0.201	1.204	0.595	-0.092	-0.195	0.295	0.582	"3"
"船舶"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"船体"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"船员"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"船只"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"床"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"创伤"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"纯"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"纯属"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"此次"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"次"	0	13	5	1.812	10.834	5.354	-0.829	0.671	-0.264	1.764	"1"
"刺眼"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"从未"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"打捞"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"打乱"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"打抢"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"大"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"大碍"	0	0	3	0.302	1.806	0.892	-0.138	-1.2	1.58	2.918	"3"
"大巴"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"大吃一惊"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"大队长"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"大多数"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"大感"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"大和"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"大亨"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"大幸"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"戴佩妮"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"丹普斯"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"丹戎巴葛"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"旦"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"弹壳"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"弹药"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"当班"	0	1	1	0.201	1.204	0.595	-0.092	-0.195	0.295	0.582	"3"
"当场"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"当地"	0	3	1	0.403	2.408	1.19	-0.184	0.32	-0.183	0.687	"2"
"当日"	0	2	0	0.201	1.204	0.595	-0.092	0.441	-0.307	0.84	"2"
"当作"	1	1	0	0.201	1.204	0.595	0.719	-0.195	-0.307	1.221	"1"
"导"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"导致"	0	4	2	0.604	3.611	1.785	-0.276	0.261	0.241	0.778	"1"
"倒塌"	0	1	1	0.201	1.204	0.595	-0.092	-0.195	0.295	0.582	"3"
"到来"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"到临"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"道口"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"道路"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"德黑兰"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"的"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"登山"	0	1	1	0.201	1.204	0.595	-0.092	-0.195	0.295	0.582	"3"
"等"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"等候"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"等下"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"地"	3	1	1	0.503	3.009	1.487	2.059	-1.068	-0.273	3.4	"1"
"地点"	0	1	1	0.201	1.204	0.595	-0.092	-0.195	0.295	0.582	"3"
"地基"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"地面"	0	0	2	0.201	1.204	0.595	-0.092	-0.8	1.053	1.945	"3"
"地上"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"地铁"	0	1	3	0.403	2.408	1.19	-0.184	-0.752	1.087	2.023	"3"
"地形"	0	2	0	0.201	1.204	0.595	-0.092	0.441	-0.307	0.84	"2"
"第6"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"电厂"	0	1	1	0.201	1.204	0.595	-0.092	-0.195	0.295	0.582	"3"
"电车线"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"电单车"	0	2	0	0.201	1.204	0.595	-0.092	0.441	-0.307	0.84	"2"
"电动"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"电网"	0	2	1	0.302	1.806	0.892	-0.138	0.187	0.185	0.51	"2"
"电线桿"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"电箱"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"掉"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"跌出机"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"东莞"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"独立"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"堵塞"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"渡船"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"断层"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"断电"	0	6	0	0.604	3.611	1.785	-0.276	1.323	-0.92	2.519	"2"
"断裂"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"断落"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"夺命"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"夺走"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"恶劣"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"恶性"	0	1	2	0.302	1.806	0.892	-0.138	-0.457	0.672	1.267	"3"
"遏制"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"儿童"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"尔邦"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"二十二分"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"二十九"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"发"	0	6	0	0.604	3.611	1.785	-0.276	1.323	-0.92	2.519	"2"
"发生"	1	40	127	16.911	101.116	49.973	-6.444	-21.014	33.699	61.157	"3"
"发生率"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"发现"	0	7	0	0.705	4.213	2.082	-0.323	1.543	-1.073	2.939	"2"
"罚锾"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"翻船"	2	0	0	0.201	1.204	0.595	1.994	-0.8	-0.307	3.101	"1"
"反应炉"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"方秋芬"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"防"	0	1	1	0.201	1.204	0.595	-0.092	-0.195	0.295	0.582	"3"
"防范"	0	1	1	0.201	1.204	0.595	-0.092	-0.195	0.295	0.582	"3"
"防止"	0	4	0	0.403	2.408	1.19	-0.184	0.882	-0.613	1.679	"2"
"放电"	0	0	2	0.201	1.204	0.595	-0.092	-0.8	1.053	1.945	"3"
"放过"	0	2	0	0.201	1.204	0.595	-0.092	0.441	-0.307	0.84	"2"
"放射性"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"飞安"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"飞车"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"飞行"	0	1	2	0.302	1.806	0.892	-0.138	-0.457	0.672	1.267	"3"
"飞机"	0	4	0	0.403	2.408	1.19	-0.184	0.882	-0.613	1.679	"2"
"非常"	2	0	0	0.201	1.204	0.595	1.994	-0.8	-0.307	3.101	"1"
"废核"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"分清"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"分析"	0	6	1	0.705	4.213	2.082	-0.323	0.793	-0.475	1.591	"2"
"份"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"风云"	2	0	0	0.201	1.204	0.595	1.994	-0.8	-0.307	3.101	"1"
"封锁"	0	0	2	0.201	1.204	0.595	-0.092	-0.8	1.053	1.945	"3"
"缝"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"凤姐"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"服役"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"涪陵"	0	2	0	0.201	1.204	0.595	-0.092	0.441	-0.307	0.84	"2"
"辐射"	0	1	1	0.201	1.204	0.595	-0.092	-0.195	0.295	0.582	"3"
"福建人"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"辅导金"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"父同"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"负起"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"负有"	0	1	1	0.201	1.204	0.595	-0.092	-0.195	0.295	0.582	"3"
"负责"	0	3	1	0.403	2.408	1.19	-0.184	0.32	-0.183	0.687	"2"
"附近"	0	2	3	0.503	3.009	1.487	-0.23	-0.503	0.797	1.53	"3"
"该"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"甘肃省"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"赶到"	0	1	1	0.201	1.204	0.595	-0.092	-0.195	0.295	0.582	"3"
"赶赴"	0	2	0	0.201	1.204	0.595	-0.092	0.441	-0.307	0.84	"2"
"赶往"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"桿菌素"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"感"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"感到"	13	0	0	1.309	7.824	3.867	12.963	-5.2	-1.993	20.156	"1"
"高峰会议"	1	0	0	0.101	0.602	0.297	0.997	-0.4	-0.153	1.55	"1"
"高兴"	2	0	0	0.201	1.204	0.595	1.994	-0.8	-0.307	3.101	"1"
"高雄市"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"哥伦比亚"	0	4	0	0.403	2.408	1.19	-0.184	0.882	-0.613	1.679	"2"
"工程处"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"工地"	0	1	2	0.302	1.806	0.892	-0.138	-0.457	0.672	1.267	"3"
"工人"	0	2	0	0.201	1.204	0.595	-0.092	0.441	-0.307	0.84	"2"
"工作"	0	10	1	1.107	6.621	3.272	-0.507	1.508	-0.934	2.949	"2"
"公安部门"	0	2	0	0.201	1.204	0.595	-0.092	0.441	-0.307	0.84	"2"
"公道话"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"公共汽车"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"公路"	0	3	6	0.906	5.417	2.677	-0.415	-1.012	1.615	3.042	"3"
"公署"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"共"	0	2	1	0.302	1.806	0.892	-0.138	0.187	0.185	0.51	"2"
"共保"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"供电"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"估算"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"汩罗市"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"骨折"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"故障"	0	2	0	0.201	1.204	0.595	-0.092	0.441	-0.307	0.84	"2"
"雇"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"关闭"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"观众"	2	0	0	0.201	1.204	0.595	1.994	-0.8	-0.307	3.101	"1"
"广西"	0	2	0	0.201	1.204	0.595	-0.092	0.441	-0.307	0.84	"2"
"归咎于"	0	0	1	0.101	0.602	0.297	-0.046	-0.4	0.527	0.973	"3"
"规定"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"轨道"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"贵谊"	0	1	0	0.101	0.602	0.297	-0.046	0.22	-0.153	0.419	"2"
"贵州省"	0	1	1	0.201	1.204	0.595	-0.092	-0.195	0.295	0.582	"3"
